source_file,folder_path,crawl_date,crawl_time,city,temperature_°C_,feels_like_°C_,temp_min_°C_,temp_max_°C_,pressure_hPa_,humidity_%_,visibility_m_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_description,sunrise_date,sunrise_time,sunset_date,sunset_time
weather_data 2025-09-01 19:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,19:47,Agra,27.34,30.74,27.34,27.34,1000,82,6349,3.35,161,100,Rain,moderate rain,2025-09-01,05:57:15,2025-09-01,18:39:11
weather_data 2025-09-01 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,23:47,Ludhiana,22.63,23.46,22.63,22.63,1003,96,4402,3.79,75,100,Rain,moderate rain,2025-09-01,06:02:56,2025-09-01,18:50:50
weather_data 2025-09-02 03:47:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,03:47,Bhopal,23.06,23.9,23.06,23.06,1001,95,6947,2.63,275,100,Rain,moderate rain,2025-09-02,06:02:58,2025-09-02,18:37:45
weather_data 2025-09-04 03:50:10.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,03:50,Indore,22.01,22.77,22.01,22.01,1002,96,,5.96,311,100,Rain,moderate rain,2025-09-04,06:10:13,2025-09-04,18:41:43
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Indore,22.11,22.94,22.11,22.11,1003,98,466,6.08,311,100,Rain,moderate rain,2025-09-04,06:10:13,2025-09-04,18:41:43
weather_data 2025-09-04 23:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,23:47,Bhopal,23,23.89,23,23,1003,97,926,3.01,216,100,Rain,moderate rain,2025-09-04,06:03:36,2025-09-04,18:35:48
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Vadodara,24.24,25.23,24.24,24.24,1004,96,3616,4.77,289,100,Rain,moderate rain,2025-09-05,06:21:17,2025-09-05,18:51:02
weather_data 2025-09-06 11:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:47,Indore,22.97,23.88,22.97,22.97,1007,98,2450,3.47,218,100,Rain,moderate rain,2025-09-06,06:10:48,2025-09-06,18:39:47
weather_data 2025-08-31 23:48:41.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:48,Agra,28.59,32.7,28.59,28.59,1002,75,1961,2.58,124,96,Rain,moderate rain,2025-08-31,05:56:48,2025-08-31,18:40:16
weather_data 2025-09-06 11:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:47,Ludhiana,29.87,36.2,29.87,29.87,1007,76,7410,4.43,135,87,Rain,moderate rain,2025-09-06,06:05:47,2025-09-06,18:44:40
weather_data 2025-09-01 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,23:47,Delhi,23.88,24.83,23.88,23.88,1000,96,4467,6.93,110,100,Rain,heavy intensity rain,2025-09-01,05:59:18,2025-09-01,18:43:32
weather_data 2025-09-01 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,23:47,Kolkata,28.88,33.79,28.88,28.88,1000,77,584,1.84,159,100,Rain,very heavy rain,2025-09-01,05:19:15,2025-09-01,17:54:22
weather_data 2025-09-02 03:47:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,03:47,Kolkata,26.89,30.23,26.89,26.89,998,88,6672,3.2,90,100,Rain,light rain,2025-09-02,05:19:34,2025-09-02,17:53:26
weather_data 2025-09-04 15:50:13.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,15:50,Surat,24.02,25.01,24.02,24.02,1004,97,3545,4.26,264,100,Rain,light rain,2025-09-04,06:23:10,2025-09-04,18:52:46
weather_data 2025-09-04 15:50:13.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,15:50,Vadodara,23.94,24.92,23.94,23.94,1002,97,5150,5.46,271,100,Rain,heavy intensity rain,2025-09-04,06:21:00,2025-09-04,18:51:59
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Mumbai,26.47,26.47,26.47,26.47,1007,85,8668,4.7,264,100,Rain,light rain,2025-09-05,06:24:35,2025-09-05,18:50:34
weather_data 2025-09-05 15:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,15:47,Indore,22.92,23.57,22.92,22.92,1001,88,8863,4.01,281,100,Rain,light rain,2025-09-05,06:10:31,2025-09-05,18:40:45
weather_data 2025-09-06 07:47:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:47,Bhopal,23.02,23.94,23.02,23.02,1006,98,694,3.31,178,100,Rain,light rain,2025-09-06,06:04:14,2025-09-06,18:33:49
weather_data 2025-09-02 15:50:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,15:50,Agra,29.47,34.43,29.47,29.47,1000,73,9178,2.07,230,98,Rain,light rain,2025-09-02,05:57:42,2025-09-02,18:38:05
weather_data 2025-09-03 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,19:47,Agra,27.84,31.7,27.84,27.84,1003,80,5511,3.1,76,99,Rain,light rain,2025-09-03,05:58:09,2025-09-03,18:36:59
weather_data 2025-08-31 23:02:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:02,Mumbai,26.74,29.58,26.74,26.74,1008,85,8782,6.37,247,51,Clouds,broken clouds,2025-08-31,06:23:37,2025-08-31,18:54:47
weather_data 2025-09-01 19:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,19:47,Mumbai,26.85,29.94,26.85,26.85,1005,86,7384,7.44,258,24,Clouds,few clouds,2025-09-01,06:23:49,2025-09-01,18:53:57
weather_data 2025-09-04 11:48:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,11:47,Jaipur,23.2,23.27,23.2,23.2,1005,65,7212,4.66,94,66,Clouds,broken clouds,2025-09-04,06:07:34,2025-09-04,18:44:30
weather_data 2025-09-05 11:47:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,11:47,Jaipur,28.29,31.69,28.29,28.29,1004,73,6429,8.28,65,27,Clouds,scattered clouds,2025-09-05,06:08:00,2025-09-05,18:43:24
weather_data 2025-09-05 11:47:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,11:47,Kanpur,31.5,37.08,31.5,31.5,1004,64,9402,6.69,132,50,Clouds,scattered clouds,2025-09-05,05:50:09,2025-09-05,18:24:59
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Ludhiana,29.36,36.36,29.36,29.36,1004,97,6019,2.04,147,75,Clouds,broken clouds,2025-09-06,06:05:47,2025-09-06,18:44:40
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Nagpur,24.97,25.87,24.97,24.97,1006,90,7866,3.15,224,23,Clouds,few clouds,2025-09-06,05:58:36,2025-09-06,18:25:51
weather_data 2025-09-06 23:48:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:48,Bhopal,22.29,23.16,22.29,22.29,1007,99,4063,3.28,203,82,Clouds,broken clouds,2025-09-06,06:04:14,2025-09-06,18:33:49
weather_data 2025-09-07 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Ludhiana,25.97,25.97,25.97,25.97,1006,91,5127,3.75,127,17,Clouds,few clouds,2025-09-07,06:06:21,2025-09-07,18:43:24
weather_data 2025-09-07 23:49:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:49,Agra,27.67,31.16,27.67,27.67,1004,79,7505,2.97,205,67,Clouds,broken clouds,2025-09-07,05:59:54,2025-09-07,18:32:31
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Pune,27.47,29.47,27.47,27.47,1006,68,4559,5.84,263,84,Clouds,broken clouds,2025-09-08,06:21:19,2025-09-08,18:43:42
weather_data 2025-09-09 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,11:47,Nagpur,29.23,33.04,29.23,29.23,1009,69,5214,2.04,8,53,Clouds,broken clouds,2025-09-09,05:59:19,2025-09-09,18:23:02
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Hyderabad,22.73,23.51,22.73,22.73,1009,94,4000,3.09,320,100,Mist,mist,2025-09-11,06:03:44,2025-09-11,18:22:12
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Mumbai,26.99,30.6,26.99,26.99,1008,89,3500,4.63,250,75,Mist,mist,2025-08-30,06:23:25,2025-08-30,18:55:36
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Delhi,29.05,33.62,29.05,29.05,1006,74,4500,2.57,260,40,Haze,haze,2025-09-11,06:04:10,2025-09-11,18:31:49
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Mumbai,27.99,31.19,27.99,27.99,1010,74,4000,2.57,300,40,Haze,haze,2025-09-11,06:25:38,2025-09-11,18:45:18
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Kolkata,29.97,36.97,29.97,29.97,1006,84,4000,3.09,160,40,Haze,haze,2025-09-11,05:22:08,2025-09-11,17:44:39
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Jaipur,27.62,29.84,27.62,27.62,1008,69,4000,4.63,270,20,Haze,haze,2025-09-11,06:10:33,2025-09-11,18:36:38
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Lucknow,27.99,34.43,27.99,27.99,1006,94,5000,2.06,230,75,Mist,mist,2025-09-11,05:50:10,2025-09-11,18:16:14
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Patna,26.96,31.7,26.96,26.96,1006,100,4000,0,0,75,Mist,mist,2025-09-11,05:33:54,2025-09-11,17:58:54
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Indore,22.1,22.82,22.1,22.1,1012,94,3000,0,0,40,Haze,haze,2025-09-12,06:12:31,2025-09-12,18:33:48
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Bhopal,24.13,24.77,24.13,24.13,1011,83,3000,2.57,300,75,Haze,haze,2025-09-12,06:06:03,2025-09-12,18:27:45
weather_data 2025-08-31 19:48:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,19:48,Bangalore,24.59,25.25,24.59,24.59,1010,82,10000,4.46,280,79,Rain,moderate rain,2025-08-31,06:08:42,2025-08-31,18:31:41
weather_data 2025-08-31 23:02:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:02,Kanpur,28.29,32.5,28.29,28.29,1002,78,10000,3.04,106,92,Rain,heavy intensity rain,2025-08-31,05:48:03,2025-08-31,18:30:22
weather_data 2025-09-01 03:51:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,03:51,Lucknow,27.05,29.95,27.05,27.05,1001,81,10000,3.72,105,98,Rain,heavy intensity rain,2025-09-01,05:45:55,2025-09-01,18:27:20
weather_data 2025-09-01 15:49:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:49,Mumbai,27.09,30.24,27.09,27.09,1004,83,10000,8.41,258,50,Rain,moderate rain,2025-09-01,06:23:49,2025-09-01,18:53:57
weather_data 2025-09-02 03:47:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,03:47,Jaipur,24.53,25.36,24.53,24.53,998,89,10000,5.23,249,98,Rain,heavy intensity rain,2025-09-02,06:06:42,2025-09-02,18:46:41
weather_data 2025-09-03 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,11:47,Kolkata,29.68,36.18,29.68,29.68,1002,78,10000,8.9,119,64,Rain,moderate rain,2025-09-03,05:19:51,2025-09-03,17:52:29
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Delhi,25.97,25.97,25.97,25.97,1003,79,10000,3.85,67,93,Rain,moderate rain,2025-09-03,06:00:17,2025-09-03,18:41:15
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Agra,27.31,30.9,27.31,27.31,1002,84,10000,3.14,19,99,Rain,heavy intensity rain,2025-09-03,05:58:09,2025-09-03,18:36:59
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Jaipur,24.96,25.86,24.96,24.96,1004,90,10000,1.23,145,97,Rain,moderate rain,2025-09-03,06:07:08,2025-09-03,18:45:36
weather_data 2025-09-05 15:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,15:47,Jaipur,28.17,34.29,28.17,28.17,1002,90,10000,7.92,64,84,Rain,moderate rain,2025-09-05,06:08:00,2025-09-05,18:43:24
weather_data 2025-09-07 15:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:47,Ludhiana,28.71,32.81,28.71,28.71,1004,74,10000,1.07,40,97,Rain,moderate rain,2025-09-07,06:06:21,2025-09-07,18:43:24
weather_data 2025-09-07 19:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:48,Bangalore,24.12,24.62,24.12,24.12,1012,78,10000,3.08,295,73,Rain,moderate rain,2025-09-07,06:08:49,2025-09-07,18:26:55
weather_data 2025-09-08 19:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,19:47,Ludhiana,26.23,26.23,26.23,26.23,1005,88,10000,1.72,259,10,Rain,moderate rain,2025-09-08,06:06:55,2025-09-08,18:42:08
weather_data 2025-09-09 07:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:48,Patna,30.08,34.75,30.08,30.08,1007,68,10000,1.86,298,99,Rain,moderate rain,2025-09-09,05:33:09,2025-09-09,18:01:05
weather_data 2025-09-09 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,15:48,Nagpur,30.46,34.42,30.46,30.46,1006,63,10000,2.03,307,94,Rain,moderate rain,2025-09-09,05:59:19,2025-09-09,18:23:02
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Bhopal,29.38,33.37,29.38,29.38,1003,69,10000,1.29,144,95,Rain,light rain,2025-08-30,06:02:00,2025-08-30,18:40:37
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Bhopal,29.33,33.26,29.33,29.33,1003,69,10000,1.29,144,95,Rain,light rain,2025-08-30,06:02:00,2025-08-30,18:40:37
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Bhopal,23.14,23.96,23.14,23.14,1003,94,10000,2.29,60,95,Rain,light rain,2025-09-03,06:03:17,2025-09-03,18:36:47
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Varanasi,27.78,30.75,27.78,27.78,1003,74,10000,2.84,119,7,Rain,light rain,2025-09-03,05:39:30,2025-09-03,18:15:47
weather_data 2025-09-04 15:50:13.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,15:50,Delhi,30.66,36.42,30.66,30.66,1003,69,10000,2.43,44,74,Rain,light rain,2025-09-04,06:00:47,2025-09-04,18:40:06
weather_data 2025-09-04 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,19:47,Varanasi,27.01,30.15,27.01,27.01,1003,84,10000,3.54,124,23,Rain,light rain,2025-09-04,05:39:53,2025-09-04,18:14:44
weather_data 2025-09-04 23:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,23:47,Kanpur,26.19,26.19,26.19,26.19,1003,85,10000,5.93,102,7,Rain,light rain,2025-09-04,05:49:44,2025-09-04,18:26:05
weather_data 2025-09-05 15:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,15:47,Kolkata,31.41,38.4,31.41,31.41,1003,69,10000,3.68,188,87,Rain,light rain,2025-09-05,05:20:27,2025-09-05,17:50:33
weather_data 2025-09-07 15:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:47,Delhi,35.02,42.02,35.02,35.02,1003,65,10000,4.2,138,46,Rain,light rain,2025-09-07,06:02:14,2025-09-07,18:36:35
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Kanpur,32.57,38.11,32.57,32.57,1003,59,10000,2.37,244,78,Rain,light rain,2025-09-08,05:51:23,2025-09-08,18:21:41
weather_data 2025-08-30 22:42:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,22:42,Bangalore,21.23,21.6,21.23,21.23,1013,84,10000,5.61,266,49,Rain,light rain,2025-08-30,06:08:40,2025-08-30,18:32:20
weather_data 2025-08-31 03:48:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:48,Bangalore,20.12,20.51,20.12,20.12,1011,89,10000,4.63,260,90,Rain,light rain,2025-08-31,06:08:42,2025-08-31,18:31:41
weather_data 2025-09-01 15:49:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:49,Bangalore,26.59,26.59,26.59,26.59,1005,63,10000,6.59,277,97,Rain,light rain,2025-09-01,06:08:43,2025-09-01,18:31:01
weather_data 2025-09-01 19:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,19:47,Bangalore,25.68,26.44,25.68,25.68,1011,82,10000,5.14,275,94,Rain,light rain,2025-09-01,06:08:43,2025-09-01,18:31:01
weather_data 2025-09-03 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,19:47,Bangalore,23.21,23.83,23.21,23.21,1009,86,10000,3.98,272,94,Rain,light rain,2025-09-03,06:08:46,2025-09-03,18:29:41
weather_data 2025-09-05 23:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,23:47,Bangalore,22.82,23.38,22.82,22.82,1012,85,10000,3.69,263,86,Rain,light rain,2025-09-05,06:08:48,2025-09-05,18:28:19
