source_file,folder_path,crawl_date,crawl_time,city,temperature_°C_,feels_like_°C_,temp_min_°C_,temp_max_°C_,pressure_hPa_,humidity_%_,visibility_m_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_description,sunrise_date,sunrise_time,sunset_date,sunset_time
weather_data 2025-09-11 19:48:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,19:48,Ludhiana,27.17,29.72,27.17,27.17,1005,76,10000,1.09,258,1,Clear,clear sky,2025-09-11,06:08:36,2025-09-11,18:38:19
weather_data 2025-09-12 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:47,Delhi,29.97,31.84,29.97,29.97,1005,55,10000,1.87,230,10,Clear,clear sky,2025-09-12,06:04:39,2025-09-12,18:30:37
weather_data 2025-09-03 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,19:47,Ludhiana,27.4,31.9,27.4,27.4,1004,90,10000,2.17,124,0,Clear,clear sky,2025-09-03,06:04:05,2025-09-03,18:48:23
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Lucknow,28.09,31.7,28.09,28.09,1004,76,10000,4.58,87,1,Clear,clear sky,2025-09-04,05:47:13,2025-09-04,18:24:04
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Kanpur,27.88,31.37,27.88,27.88,1004,77,10000,4.55,83,5,Clear,clear sky,2025-09-04,05:49:44,2025-09-04,18:26:05
weather_data 2025-09-04 11:48:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,11:47,Lucknow,32.31,37.18,32.31,32.31,1004,58,10000,7.93,97,7,Clear,clear sky,2025-09-04,05:47:13,2025-09-04,18:24:04
weather_data 2025-09-04 11:48:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,11:47,Agra,32.61,37.25,32.61,32.61,1004,56,10000,5.66,104,7,Clear,clear sky,2025-09-04,05:58:35,2025-09-04,18:35:53
weather_data 2025-09-06 03:50:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:50,Kanpur,25.68,26.6,25.68,25.68,1004,88,10000,2.82,119,3,Clear,clear sky,2025-09-06,05:50:34,2025-09-06,18:23:54
weather_data 2025-09-06 03:50:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:50,Varanasi,26.69,28.92,26.69,26.69,1004,78,10000,2.43,137,8,Clear,clear sky,2025-09-06,05:40:38,2025-09-06,18:12:38
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Delhi,30.75,36.1,30.75,30.75,1004,67,10000,3.22,97,1,Clear,clear sky,2025-09-06,06:01:45,2025-09-06,18:37:46
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Kanpur,29.56,33.56,29.56,29.56,1004,68,10000,2.32,162,0,Clear,clear sky,2025-09-06,05:50:34,2025-09-06,18:23:54
weather_data 2025-09-07 19:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:48,Jaipur,26.19,26.19,26.19,26.19,1004,86,10000,4.18,173,6,Clear,clear sky,2025-09-07,06:08:51,2025-09-07,18:41:10
weather_data 2025-09-10 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:48,Ludhiana,31.08,38.08,31.08,31.08,1004,73,10000,4.74,278,9,Clear,clear sky,2025-09-10,06:08:02,2025-09-10,18:39:36
weather_data 2025-09-10 19:49:41.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,19:49,Ludhiana,27.01,29.39,27.01,27.01,1004,76,10000,2.62,311,0,Clear,clear sky,2025-09-10,06:08:02,2025-09-10,18:39:36
weather_data 2025-09-11 15:47:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,15:47,Ludhiana,31.52,37.13,31.52,31.52,1004,64,10000,3.37,290,0,Clear,clear sky,2025-09-11,06:08:36,2025-09-11,18:38:19
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Delhi,27.65,31.65,27.65,27.65,1006,83,10000,3.4,81,6,Clear,clear sky,2025-09-05,06:01:16,2025-09-05,18:38:56
weather_data 2025-09-06 11:47:31.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:47,Lucknow,33.66,39,33.66,33.66,1006,54,10000,4.84,118,5,Clear,clear sky,2025-09-06,05:48:04,2025-09-06,18:21:52
weather_data 2025-09-07 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Kanpur,28.11,32.06,28.11,28.11,1006,78,10000,3.39,206,2,Clear,clear sky,2025-09-07,05:50:58,2025-09-07,18:22:47
weather_data 2025-09-07 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Agra,26.98,29.98,26.98,26.98,1006,83,10000,2.49,194,0,Clear,clear sky,2025-09-07,05:59:54,2025-09-07,18:32:31
weather_data 2025-09-07 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:47,Delhi,33.22,40.22,33.22,33.22,1006,63,10000,4.68,144,2,Clear,clear sky,2025-09-07,06:02:14,2025-09-07,18:36:35
weather_data 2025-09-07 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,11:47,Kanpur,33.08,39.72,33.08,33.08,1006,60,10000,3.39,176,4,Clear,clear sky,2025-09-07,05:50:58,2025-09-07,18:22:47
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Delhi,28.32,34.19,28.32,28.32,1006,87,10000,1.94,168,7,Clear,clear sky,2025-09-08,06:02:43,2025-09-08,18:35:24
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Ludhiana,25.44,26.47,25.44,25.44,1006,93,10000,2.64,119,5,Clear,clear sky,2025-09-08,06:06:55,2025-09-08,18:42:08
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Agra,26.77,29.32,26.77,26.77,1006,81,10000,2.66,242,8,Clear,clear sky,2025-09-08,06:00:20,2025-09-08,18:31:24
weather_data 2025-09-08 11:47:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:47,Delhi,33.35,38.62,33.35,33.35,1006,55,10000,3,198,5,Clear,clear sky,2025-09-08,06:02:43,2025-09-08,18:35:24
weather_data 2025-09-08 11:47:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:47,Ludhiana,29.88,35.72,29.88,29.88,1006,74,10000,3.27,153,4,Clear,clear sky,2025-09-08,06:06:55,2025-09-08,18:42:08
weather_data 2025-09-08 11:47:47.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:47,Agra,31.32,35.02,31.32,31.32,1006,58,10000,3.05,249,9,Clear,clear sky,2025-09-08,06:00:20,2025-09-08,18:31:24
weather_data 2025-09-09 03:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:48,Chennai,28.28,31.98,28.28,28.28,1006,75,10000,2.93,215,5,Clear,clear sky,2025-09-09,05:58:04,2025-09-09,18:14:52
weather_data 2025-09-09 03:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:48,Ludhiana,25.02,25.95,25.02,25.02,1006,91,10000,1.11,62,5,Clear,clear sky,2025-09-09,06:07:29,2025-09-09,18:40:52
weather_data 2025-09-09 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,15:48,Jaipur,31.58,33.39,31.58,31.58,1006,49,10000,3.29,259,3,Clear,clear sky,2025-09-09,06:09:42,2025-09-09,18:38:55
weather_data 2025-09-09 19:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,19:48,Ludhiana,27.06,29.97,27.06,27.06,1006,81,10000,2.39,301,3,Clear,clear sky,2025-09-09,06:07:29,2025-09-09,18:40:52
weather_data 2025-09-09 19:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,19:48,Agra,31.2,34.52,31.2,31.2,1006,57,10000,2.35,254,6,Clear,clear sky,2025-09-09,06:00:46,2025-09-09,18:30:15
weather_data 2025-09-10 03:47:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:47,Delhi,28.65,33.03,28.65,28.65,1006,76,10000,2.67,306,5,Clear,clear sky,2025-09-10,06:03:41,2025-09-10,18:33:01
weather_data 2025-09-10 03:47:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:47,Ludhiana,25.06,25.95,25.06,25.06,1006,89,10000,1.76,327,3,Clear,clear sky,2025-09-10,06:08:02,2025-09-10,18:39:36
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Agra,32.62,37.58,32.62,32.62,1002,57,10000,3.57,80,99,Clouds,overcast clouds,2025-08-30,05:56:21,2025-08-30,18:41:20
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Agra,32.62,37.58,32.62,32.62,1002,57,10000,3.57,80,99,Clouds,overcast clouds,2025-08-30,05:56:21,2025-08-30,18:41:20
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Kolkata,27.93,32.23,27.93,27.93,1006,82,10000,3.42,169,99,Clouds,overcast clouds,2025-08-30,05:18:39,2025-08-30,17:56:14
weather_data 2025-09-01 11:48:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,11:48,Kolkata,33.91,40.34,33.91,33.91,1001,56,10000,1.86,61,99,Clouds,overcast clouds,2025-09-01,05:19:15,2025-09-01,17:54:22
weather_data 2025-09-01 15:49:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,15:49,Kanpur,29.74,33.54,29.74,29.74,999,66,10000,4.17,209,99,Clouds,overcast clouds,2025-09-01,05:48:28,2025-09-01,18:29:18
weather_data 2025-09-01 19:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,19:47,Pune,23.01,23.79,23.01,23.01,1006,93,10000,4.32,258,99,Clouds,overcast clouds,2025-09-01,06:20:07,2025-09-01,18:49:36
weather_data 2025-09-03 03:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,03:47,Hyderabad,23.9,24.62,23.9,23.9,1003,87,10000,6.29,279,99,Clouds,overcast clouds,2025-09-03,06:02:42,2025-09-03,18:28:47
weather_data 2025-09-03 07:48:10.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,07:48,Bangalore,23.67,24.47,23.67,23.67,1010,91,10000,5.83,267,99,Clouds,overcast clouds,2025-09-03,06:08:46,2025-09-03,18:29:41
weather_data 2025-09-03 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,11:47,Pune,25.56,26.1,25.56,25.56,1008,74,10000,4.79,279,99,Clouds,overcast clouds,2025-09-03,06:20:29,2025-09-03,18:47:57
weather_data 2025-09-03 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,11:47,Indore,23.62,24.44,23.62,23.62,1006,92,10000,5.98,311,99,Clouds,overcast clouds,2025-09-03,06:09:55,2025-09-03,18:42:41
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Indore,25.36,26.38,25.36,25.36,1003,93,10000,5.85,312,99,Clouds,overcast clouds,2025-09-03,06:09:55,2025-09-03,18:42:41
weather_data 2025-09-03 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,23:47,Hyderabad,23,23.55,23,23,1007,84,10000,3.05,287,99,Clouds,overcast clouds,2025-09-03,06:02:42,2025-09-03,18:28:47
weather_data 2025-09-04 03:50:10.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,03:50,Mumbai,27.16,30.1,27.16,27.16,1004,80,10000,4.87,267,99,Clouds,overcast clouds,2025-09-04,06:24:24,2025-09-04,18:51:25
weather_data 2025-09-04 15:50:13.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,15:50,Hyderabad,28.43,29.85,28.43,28.43,1006,58,10000,6.25,266,99,Clouds,overcast clouds,2025-09-04,06:02:50,2025-09-04,18:27:59
weather_data 2025-09-04 19:47:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,19:47,Ludhiana,24.78,25.3,24.78,24.78,1004,76,10000,2.46,14,99,Clouds,overcast clouds,2025-09-04,06:04:39,2025-09-04,18:47:09
weather_data 2025-09-04 23:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,23:47,Ludhiana,23.93,24.18,23.93,23.93,1005,69,10000,2.3,0,99,Clouds,overcast clouds,2025-09-04,06:04:39,2025-09-04,18:47:09
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Bangalore,23.42,24.22,23.42,23.42,1012,92,10000,4.44,261,99,Clouds,overcast clouds,2025-09-05,06:08:48,2025-09-05,18:28:19
weather_data 2025-09-05 11:47:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,11:47,Hyderabad,28.44,31.09,28.44,28.44,1009,67,10000,6.89,263,99,Clouds,overcast clouds,2025-09-05,06:02:58,2025-09-05,18:27:10
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Nagpur,28.89,34.02,28.89,28.89,1006,78,10000,3.52,223,99,Clouds,overcast clouds,2025-09-06,05:58:36,2025-09-06,18:25:51
weather_data 2025-09-06 19:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,19:47,Ludhiana,26.53,26.53,26.53,26.53,1005,87,10000,1.87,17,99,Clouds,overcast clouds,2025-09-06,06:05:47,2025-09-06,18:44:40
weather_data 2025-09-07 03:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:47,Bhopal,22.44,23.25,22.44,22.44,1005,96,10000,4.07,218,99,Clouds,overcast clouds,2025-09-07,06:04:32,2025-09-07,18:32:49
weather_data 2025-09-07 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Indore,21.98,22.74,21.98,21.98,1007,96,10000,3.63,185,99,Clouds,overcast clouds,2025-09-07,06:11:06,2025-09-07,18:38:48
weather_data 2025-09-07 15:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:47,Chennai,30.66,34.85,30.66,30.66,1004,63,10000,3.31,116,99,Clouds,overcast clouds,2025-09-07,05:58:03,2025-09-07,18:16:17
weather_data 2025-09-07 19:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:48,Lucknow,31.03,35.42,31.03,31.03,1003,62,10000,1.16,164,99,Clouds,overcast clouds,2025-09-07,05:48:29,2025-09-07,18:20:45
weather_data 2025-09-07 23:49:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:49,Mumbai,26.35,26.35,26.35,26.35,1008,83,10000,5.21,200,99,Clouds,overcast clouds,2025-09-07,06:24:56,2025-09-07,18:48:50
weather_data 2025-09-07 23:49:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:49,Vadodara,24.18,25.08,24.18,24.18,1006,93,10000,4.62,179,99,Clouds,overcast clouds,2025-09-07,06:21:51,2025-09-07,18:49:06
weather_data 2025-09-07 23:49:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:49,Ludhiana,25.6,26.54,25.6,25.6,1005,89,10000,2.66,130,99,Clouds,overcast clouds,2025-09-07,06:06:21,2025-09-07,18:43:24
weather_data 2025-09-09 03:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:48,Surat,25.31,26.09,25.31,25.31,1007,84,10000,3.96,178,99,Clouds,overcast clouds,2025-09-09,06:24:23,2025-09-09,18:48:06
weather_data 2025-09-09 03:48:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,03:48,Kanpur,28.91,33.67,28.91,28.91,1005,76,10000,2.12,322,99,Clouds,overcast clouds,2025-09-09,05:51:47,2025-09-09,18:20:34
weather_data 2025-09-09 07:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:48,Varanasi,28.45,32.72,28.45,28.45,1007,77,10000,2.24,262,99,Clouds,overcast clouds,2025-09-09,05:41:45,2025-09-09,18:09:25
weather_data 2025-09-09 11:47:51.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,11:47,Hyderabad,29.97,31.33,29.97,29.97,1011,52,10000,2.93,320,99,Clouds,overcast clouds,2025-09-09,06:03:29,2025-09-09,18:23:52
weather_data 2025-09-09 23:47:35.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,23:47,Chennai,29.19,34.17,29.19,29.19,1008,75,10000,3.87,171,99,Clouds,overcast clouds,2025-09-09,05:58:04,2025-09-09,18:14:52
weather_data 2025-09-10 03:47:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:47,Lucknow,27.47,30,27.47,27.47,1005,73,10000,2.44,274,99,Clouds,overcast clouds,2025-09-10,05:49:45,2025-09-10,18:17:22
weather_data 2025-09-10 03:47:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,03:47,Varanasi,26.85,29.41,26.85,26.85,1005,80,10000,2.46,269,99,Clouds,overcast clouds,2025-09-10,05:42:07,2025-09-10,18:08:20
weather_data 2025-09-10 07:47:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:47,Hyderabad,25.49,26.18,25.49,25.49,1013,80,10000,3.64,330,99,Clouds,overcast clouds,2025-09-10,06:03:37,2025-09-10,18:23:02
weather_data 2025-09-10 07:47:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,07:47,Agra,28.44,32.02,28.44,28.44,1008,73,10000,2.38,264,99,Clouds,overcast clouds,2025-09-10,06:01:12,2025-09-10,18:29:07
weather_data 2025-09-10 23:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,23:47,Kanpur,29.11,32.41,29.11,29.11,1005,67,10000,2.85,269,99,Clouds,overcast clouds,2025-09-10,05:52:12,2025-09-10,18:19:27
weather_data 2025-09-11 03:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:47,Hyderabad,23.58,24.27,23.58,23.58,1009,87,10000,3.99,331,99,Clouds,overcast clouds,2025-09-11,06:03:44,2025-09-11,18:22:12
weather_data 2025-09-11 11:48:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,11:48,Indore,27.96,31.13,27.96,27.96,1012,74,10000,3.85,314,99,Clouds,overcast clouds,2025-09-11,06:12:14,2025-09-11,18:34:49
