source_path,folder_path,crawl_date,crawl_time,city,forecast_date,sunrise,sunset,temp_min_°C_,temp_max_°C_,morning_temp_°C_,day_temp_°C_,evening_temp_°C_,night_temp_°C_,pressure_hPa_,humidity_%_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_desc,pop_%_,rain_mm_
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Indore,2025-09-11,06:11,18:38,20.58,27.07,24.895,26.33,22.91,21.3333333333333,1008.25,83.125,4.15,296.875,96.25,Clouds,overcast clouds,5,0.29
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Bhopal,2025-09-09,06:04,18:32,21.96,27.93,26.105,27.46,24.55,22.6666666666667,1008.625,84,3.24125,313.375,85.5,Clouds,overcast clouds,11.75,0.76
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Bhopal,2025-09-10,06:04,18:32,22.31,28.96,26.815,27.59,24.45,22.9433333333333,1007.375,83.375,3.775,315,89.75,Clouds,overcast clouds,44.5,6.01
forecast_data 2025-09-07 07:47:07.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,07:47,Patna,2025-09-09,05:32,18:03,29.47,36.58,34.88,35.255,32.57,30.3066666666667,1004.125,54.5,1.81,242.25,91.125,Clouds,overcast clouds,3.5,0.2
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Bangalore,2025-09-09,06:08,18:25,23.76,27.95,24.31,27,27.95,24.41,1010.16666666667,66.1666666666667,2.095,294.5,89.6666666666667,Clouds,overcast clouds,3.33333333333333,0.17
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Chennai,2025-09-11,05:58,18:14,26.68,33.21,31.6,32.18,29.2,26.8866666666667,1005.875,67,5.01125,198.75,93,Clouds,overcast clouds,20.5,1.89
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Kolkata,2025-09-10,05:21,17:46,27.12,34.56,32.885,32.185,28.82,27.6066666666667,1004.75,70.625,3.64375,199.5,85.375,Clouds,overcast clouds,5.125,0.43
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Kolkata,2025-09-11,05:21,17:46,27.18,34.48,32.705,32.11,28.63,27.68,1004.125,72.375,3.49875,188.75,90.25,Clouds,overcast clouds,23.75,0.97
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Hyderabad,2025-09-09,06:03,18:23,25.65,30.57,27.06,30.41,27.2,25.65,1008.83333333333,67.6666666666667,2.565,312.833333333333,99.8333333333333,Clouds,overcast clouds,12,0.5
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Pune,2025-09-12,06:21,18:42,20.02,25.65,23.615,24.585,22.28,20.5933333333333,1010.875,78.75,2.68125,291.875,92.75,Clouds,overcast clouds,8.25,0.45
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Surat,2025-09-12,06:24,18:48,25.12,29.19,28.075,28.115,26.37,25.57,1009.125,77,3.35625,223.75,84,Clouds,overcast clouds,5.875,0.28
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Indore,2025-09-10,06:11,18:36,20.88,27.55,25.305,26.56,23.61,21.6666666666667,1009.25,81,3.845,309.25,72.625,Clouds,overcast clouds,3.5,0.21
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Indore,2025-09-11,06:11,18:36,21.93,27.64,24.99,26.57,22.95,22.2066666666667,1008.625,84.375,4.05,306.375,88.625,Clouds,overcast clouds,27.25,3.31
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Indore,2025-09-12,06:11,18:36,21.24,27.35,24.72,26.44,23.01,21.72,1009.375,85.125,3.79375,313,92.125,Clouds,overcast clouds,24.875,1.64
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Bhopal,2025-09-12,06:05,18:30,22.14,28.61,26.785,27.96,24.87,22.86,1008.25,80.625,3.41,325.875,97.375,Clouds,overcast clouds,10.375,0.4
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Bhopal,2025-09-13,06:05,18:30,23.4,30.41,27.045,29.545,26.08,24.2766666666667,1007.25,74.25,2.89625,107.5,91.875,Clouds,overcast clouds,17.25,0.92
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Patna,2025-09-11,05:33,18:01,27.66,35.33,33.145,34.205,32.46,29.08,1003.125,62.375,2.28,284,84.5,Clouds,overcast clouds,20.625,2.12
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Varanasi,2025-09-11,05:41,18:09,27.64,35.69,32.69,34.125,30.18,28.4566666666667,1003.625,64.75,2.6225,291.125,89.75,Clouds,overcast clouds,10.875,0.23
forecast_data 2025-09-09 07:47:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-09,07:47,Varanasi,2025-09-12,05:41,18:09,26.88,34.62,31.14,33.185,28.62,27.37,1005.375,66.875,2.18625,213.125,97.375,Clouds,overcast clouds,6.625,0.31
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Hyderabad,2025-09-06,06:02,18:27,23.23,28.72,26.93,28.055,24.87,24,1008,74,4.9025,265.5,88,Clouds,overcast clouds,20.625,0.64
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Hyderabad,2025-09-08,06:02,18:27,22.87,29.77,26.795,28.375,26.49,23.85,1007.875,69,3.8275,282.125,95.875,Clouds,overcast clouds,5.25,0.24
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Pune,2025-09-07,06:20,18:46,20.87,23.44,22.845,23.39,22.07,21.28,1009,88,2.84375,242,99.25,Clouds,overcast clouds,4.75,0.11
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Kanpur,2025-09-09,05:50,18:24,26.98,33.83,31.32,32.205,29.38,27.6133333333333,1005.75,66.875,3.32125,296.875,98.375,Clouds,overcast clouds,5.125,0.12
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Nagpur,2025-09-08,05:58,18:26,22.94,29.82,27.43,28.515,25.37,23.62,1006.5,81.125,2.5725,303,91.5,Clouds,overcast clouds,46.5,4.16
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Bhopal,2025-09-09,06:03,18:34,21.64,27.66,25.99,26.76,24.55,22.3766666666667,1009,82.625,2.685,309.25,95.125,Clouds,overcast clouds,8.5,0.53
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Patna,2025-09-07,05:31,18:05,30.05,36.73,32.83,35.705,33.01,30.9166666666667,1003.125,57.125,1.985,229.25,84.25,Clouds,overcast clouds,9.625,0.25
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Varanasi,2025-09-06,05:40,18:13,26.63,34.37,31.61,33.065,31.05,28.0233333333333,1004.625,66.875,1.745,141.375,59.375,Clouds,overcast clouds,30.25,2.41
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Indore,2025-09-11,06:10,18:39,19.81,26.59,24.735,25.27,21.73,20.5166666666667,1008,85,3.955,286.625,93.5,Clouds,overcast clouds,5,0.48
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Bhopal,2025-09-09,06:04,18:33,22.13,28.37,26.09,27.365,24.04,22.65,1008.5,82,3.31875,312.75,89,Clouds,overcast clouds,11.5,0.75
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:47,Patna,2025-09-10,05:32,18:04,28.88,35.86,33.64,34.165,31.06,29.6866666666667,1001.75,61.25,3.47125,289.375,88.875,Clouds,overcast clouds,17.375,1.09
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Bhopal,2025-09-09,06:04,18:32,22.57,28.32,25.635,27.51,24.58,23.2666666666667,1008.75,83.125,2.935,309.125,95.5,Clouds,overcast clouds,15.625,0.77
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Bhopal,2025-09-10,06:04,18:32,22.4,29.03,26.3,28.01,24.41,22.9566666666667,1008,80.25,3.75125,317.375,83.25,Clouds,overcast clouds,6.75,0.42
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:47,Varanasi,2025-09-08,05:41,18:11,29.24,34.73,30.8,33.645,30.94,29.83,1004.125,62.75,1.86625,258.5,89.625,Clouds,overcast clouds,19,0.92
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Indore,2025-09-11,06:11,18:35,20.88,27.65,24.99,26.395,23.2,22.2933333333333,1009.25,84.25,3.7175,305.75,94.625,Clouds,overcast clouds,25,2.23
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Indore,2025-09-12,06:11,18:35,21.45,27.7,23.67,26.615,22.87,22.03,1009.5,85.25,3.39375,309.25,92.25,Clouds,overcast clouds,27,2.22
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Bhopal,2025-09-10,06:05,18:29,23.53,28.13,,28.13,26.16,23.53,1008.33333333333,78,3.40333333333333,307.333333333333,89.6666666666667,Clouds,overcast clouds,30.3333333333333,0.51
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Bhopal,2025-09-12,06:05,18:29,22.02,30.02,26.855,28.46,25.05,22.96,1008.625,78.25,3.3525,330.875,90,Clouds,overcast clouds,2.625,0.16
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Vadodara,2025-09-13,06:22,18:46,24.79,33.56,28.065,31.945,26.57,25.1733333333333,1008,70.75,2.34125,187.625,88.375,Clouds,overcast clouds,7.125,0.91
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Vadodara,2025-09-14,06:22,18:46,25,31.97,26.055,31.685,27.87,25.58,1007.5,75.375,2.57875,224.25,96.5,Clouds,overcast clouds,25.5,1.51
forecast_data 2025-09-10 15:47:03.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-10,15:47,Varanasi,2025-09-11,05:42,18:08,28.41,34.87,32.98,33.66,29.86,28.6233333333333,1004.125,65,2.675,294.875,83.875,Clouds,overcast clouds,21.875,0.84
forecast_data 2025-09-06 07:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,07:46,Hyderabad,2025-09-08,06:03,18:26,21.92,28.19,26.315,27.54,25.06,23.0833333333333,1007.5,72,3.755,282.875,90.5,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-06 11:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,11:46,Hyderabad,2025-09-08,06:03,18:26,21.92,28.19,26.315,27.54,25.06,23.0833333333333,1007.5,72,3.755,282.875,90.5,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Pune,2025-09-09,06:21,18:44,20.46,28.52,25.57,27.505,23.2,21.0533333333333,1009.875,78.75,2.81,264,63.375,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Indore,2025-09-09,06:11,18:38,20.11,27.53,23.94,26.5,22.44,20.7233333333333,1009.375,85,3.11875,302.125,55.25,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-07 19:47:04.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:46,Pune,2025-09-11,06:21,18:44,20.45,28.28,24.8,26.515,22.48,20.9666666666667,1010.125,77.5,3.285,274.5,86.75,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-07 23:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:46,Pune,2025-09-11,06:21,18:44,20.45,28.28,24.8,26.515,22.48,20.9666666666667,1010.125,77.5,3.285,274.5,86.75,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 03:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:46,Kolkata,2025-09-10,05:21,17:47,26.72,33.99,32.335,31.51,28.13,27.1033333333333,1004,73.875,4.16125,199.125,82.75,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Indore,2025-09-09,06:11,18:37,20.21,27.58,25.085,26.72,24.05,20.96,1009.5,82.625,2.545,297.875,66.625,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Patna,2025-09-09,05:32,18:02,30.37,34.79,33.875,33.635,32.15,30.8433333333333,1004.25,57.625,2.19125,277.5,88.875,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 11:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:46,Indore,2025-09-09,06:11,18:37,20.04,27.58,25.085,26.72,24.05,20.8833333333333,1009.5,82.375,2.61,295.75,65.625,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 11:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:46,Patna,2025-09-09,05:32,18:02,30.24,34.79,33.875,33.635,32.15,30.83,1004.125,57.625,2.20875,276.5,88.25,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-08 15:46:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:46,Indore,2025-09-09,06:11,18:37,20.04,27.22,24.845,26.135,24.3,20.87,1009.375,83.375,2.81625,296.875,69.75,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-11 19:47:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,19:46,Pune,2025-09-12,06:21,18:41,21.48,26.66,24.94,26.14,23.49,22.1466666666667,1010.75,76.625,2.76625,281.25,96.875,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-12 07:46:49.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:46,Varanasi,2025-09-13,05:42,18:06,29.1,35.48,32.425,34.035,31.38,29.9233333333333,1005.125,59.875,1.36625,198.125,95.125,Clouds,overcast clouds,2.5,0.1
forecast_data 2025-09-05 18:44:38.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,18:44,Bhopal,2025-09-08,06:03,18:34,20.94,27.49,25.225,26.305,23.52,21.7533333333333,1007.375,85.25,3.15,239.375,65.375,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-05 23:46:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,23:46,Bhopal,2025-09-08,06:03,18:34,20.94,27.49,25.225,26.305,23.52,21.7533333333333,1007.375,85.25,3.15,239.375,65.375,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Indore,2025-09-11,06:11,18:37,20.56,27.92,24.765,26.86,22.87,21.2233333333333,1009,81.125,3.7975,303.625,93.25,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 07:46:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:46,Bhopal,2025-09-11,06:04,18:31,21.99,29.35,26.335,28.16,24.58,22.64,1007.875,78.625,3.55,313.125,83.5,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 11:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:46,Indore,2025-09-11,06:11,18:37,20.56,27.92,24.765,26.86,22.87,21.2233333333333,1009,81.125,3.7975,303.625,93.25,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 11:47:00.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,11:46,Bhopal,2025-09-11,06:04,18:31,21.99,29.35,26.335,28.16,24.58,22.64,1007.875,78.625,3.55,313.125,83.5,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 19:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,19:46,Bangalore,2025-09-12,06:08,18:26,20.02,26.24,22.81,25.65,23.43,21.0533333333333,1009.75,69.5,3.55875,289,99.875,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-08 23:46:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,23:46,Bangalore,2025-09-12,06:08,18:26,20.02,26.24,22.81,25.65,23.43,21.0533333333333,1009.75,69.5,3.55875,289,99.875,Clouds,overcast clouds,2.5,0.14
forecast_data 2025-09-06 03:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:46,Lucknow,2025-09-09,05:48,18:21,26.98,34.13,31.215,33.045,29.5,27.62,1004.875,65.375,3.97875,292,78.125,Clouds,overcast clouds,2.5,0.12
forecast_data 2025-09-06 23:47:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:46,Mumbai,2025-09-11,06:24,18:49,26.5,27.95,27.12,27.915,27.55,26.9966666666667,1008.5,72.75,2.92875,199.75,78.75,Clouds,overcast clouds,2.5,0.12
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Mumbai,2025-09-11,06:24,18:48,26.85,28.72,27.515,28.58,27.89,27.2066666666667,1008.5,69.5,2.64625,213.75,69,Clouds,overcast clouds,2.5,0.12
forecast_data 2025-09-07 03:46:58.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:46,Indore,2025-09-11,06:11,18:38,20.26,27.6,24.72,26.04,21.88,20.86,1008,83.125,4.0675,291,75.25,Clouds,overcast clouds,2.5,0.12
forecast_data 2025-09-07 15:46:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:46,Vadodara,2025-09-09,06:21,18:49,23.85,31.41,27.77,30.785,26.78,24.63,1008.25,72.125,3.2075,184,74.25,Clouds,overcast clouds,2.5,0.12
forecast_data 2025-09-07 23:46:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,23:46,Pune,2025-09-12,06:21,18:44,20.9,26.1,23.17,24.875,22.7,21.3666666666667,1010.375,79,2.39625,276.125,99.875,Clouds,overcast clouds,2.5,0.12
